year,address,lat,long
2014,"RT 44 JERRY WEST HIGHWAY, OMAR, WV 25638",37.80172128057433,-81.98338784496372
2014,"16 HILL ROAD, VERDUNVILLE, WV 25649",37.846044729455286,-82.05530727579168
2014,"500 UNIVERSITY AVENUE, LOGAN, WV 25601",37.854328,-81.999888
2014,"ADAMS STREET, CHAPMANVILLE, WV 25508",37.9681731,-82.019423
2014,"9 SUNRISE STREET, SHERRY MCDONALD, WORTHINGTON, WV 26591",39.44140374231222,-80.27563322052305
2014,"334 States fork road, C/O JOYCE THOMAS, mannington, WV 26582",39.58193660715074,-80.38091128564832
2014,"1731 COLFAX ROAD, KELLY CUTRONE, FAIRMONT, WV 26554",39.43524443165643,-80.13064543313777
2014,"2340 KINGMONT ROAD, PLEASANT VALLEY RD, FAIRMONT, WV 26554",39.445444229215184,-80.17405152572894
2014,"2340 KINGMONT RD, PLEASANT VALLEY ROAD, FAIRMONT, WV 26554",39.445444229215184,-80.17405152572894
2014,"RT 250, SHERRARD, WHEELING, WV 26003",39.98659518038755,-80.67856505474941
2014,"500 FAIRMONT PIKE, MT OLIVET, WHEELING, WV 26003",40.027306428415784,-80.69315653253517
2014,"CENTRAL SCHOOL, TOMLINSON AVE @ SEVENTH ST, MOUNDSVILLE, WV 26041",39.91860116296243,-80.74516599054164
2014,"BIG RUN, C/O 1904 REID RIDGE RD, CAMERON, WV 26033",39.773755668599165,-80.58196910949272
2014,"3716 MAPLE ACRES RD, BLUEFIELD, WV 24701",37.305005320505074,-81.1493907475541
2014,"205 BLUEWELL SCHOOL RD, BLUEFIELD, WV 24701",37.31363179235251,-81.25870796483332
2014,"140 BRUSHFORK SCHOOL RD, BLUEFIELD, WV 24701",37.28220552179033,-81.25256658137039
2014,"319 MEMORIAL AVE, BLUEFIELD, WV 24701",37.25712029724758,-81.21105393277259
2014,"535 W CUMBERLAND RD, BLUEFIELD, WV 24701",37.25062378734543,-81.21389571351972
2014,"3318 E CUMBERLAND RD, BLUEFIELD, WV 24701",37.25844237248015,-81.19572412417494
2014,"3566 EADS MILL RD, PRINCETON, WV 24739",37.427813500484945,-81.06348091757991
2014,"710 SIMMONS RIVER RD, MONTCALM, WV",37.3476894,-81.2540131
2014,"1734 GLENWOOD PARK RD, PRINCETON, WV 24740",37.33707364322822,-81.15041394160198
2014,"300 N JOHNSTON ST, PRINCETON, WV 24740",37.36843106263137,-81.10454332558317
2014,"821 BROADWAY ST, PRINCETON, WV 24740",37.3788146222069,-81.09523086098477
2014,"730 EAST 4TH AVE, WILLIAMSON, WV 25661",37.66461470015486,-82.26649314013963
2014,"217 LIBERTY STREET, WILLIAMSON, WV 25661",37.672879046924436,-82.26965594106593
2014,"75 EAST 2ND AVE, WILLIAMSON, WV 25661",37.673195964145464,-82.27860207794646
2014,"4TH WEST AVENUE, WILLIAMSON, WV 25661",37.6773026,-82.2834621
2014,"30 NOLAN STREET, WILLIAMSON, WV 25661",37.74283632818924,-82.3326363602996
2014,"MAIN STREET, KERMIT, WV 25674",37.8443787,-82.4078701
2014,"JUSTICE, GILBERT, WV",37.5894715,-81.8387155
2014,"GILBERT, GILBERT, WV 25621",37.6209506,-81.8690684
2014,"14 BUFFALO CREEK ROAD, CHATTAROY, WV 25667",37.700907445367534,-82.29076352276843
2014,"LENORE, LENORE, WV 25676",37.7973212,-82.2854189
2014,"RT 119 GILMAN DRIVE, DELBARTON, WV 25670",37.77444051806896,-82.18117853290414
2014,"100 CHAMBERS ST, MATEWAN, WV 25678",37.6217057,-82.156824
2014,"991 PRICE ST., MORGANTOWN, WV 26505",39.63645531339483,-79.9481413216975
2014,"3344 UNIVERSITY AVENUE, PO BOX 4204, STAR CITY, WV 26504",39.65705715068913,-79.98060328302358
2014,"1641 SABRATON AVENUE, PO BOX 1020, MORGANTOWN, WV 26531",39.62534718800589,-79.9250241862295
2014,"677 201ST MEMORIAL HIGHWAY, MORGANTOWN, WV 26505",39.648518,-79.9345123
2014,"4404 MASON DIXON HIGHWAY, DRAWER B, PENTRESS, WV 26544",39.7121001932386,-80.15641787372999
2014,"18800 WEBSTER ROAD, CRAIGSVILLE, WV 26205",38.3461509,-80.6270259
2014,"NETTIE FENWICK ROAD, FENWICK, WV 26202",38.222755,-80.630698
2014,"6 WHITE AVENUE, RICHWOOD, WV 26261",38.22498375126111,-80.53092660239048
2014,"10 OAKFORD AVENUE, RICHWOOD, WV 26261",38.22438643546161,-80.53300398938944
2014,"190 RIVERSIDE DRIVE, RICHWOOD, WV 26202",38.2189588387738,-80.55206807151029
2014,"30 GRIZZLY LANE, SUMMERSVILLE, WV 26651",38.31838220904291,-80.83318966757906
2014,"7950 WEBSTER ROAD, SUMMERSVILLE, WV 26651",38.319846173613996,-80.80037711269193
2014,"16414 WEBSTER ROAD, CRAIGSVILLE, WV 26205",38.3461509,-80.6270259
2014,"400 N BROAD STREET, SUMMERSVILLE, WV 26651",38.28175512298492,-80.85252484378123
2014,"706 ARBUCKLE ROAD, SUMMERSVILLE, WV 26651",38.27865387348402,-80.84946791429792
2014,"105 S SWISS ROAD, SWISS, WV 26690",38.23480982842193,-81.12937036483675
2014,"13424 TURNPIKE ROAD, SUMMERSVILLE, WV 26651",38.25796063908808,-81.02965357062203
2014,"10068 CANVAS NETTIE ROAD, NETTIE, WV 26681",38.231438803863206,-80.70698587923773
2014,"135 HINKLE O'DELL ROAD, LEIVASY, WV 26676",38.168416,-80.6911265
2014,"1635 SUMMERSVILLE LAKE ROAD, KESLERS CROSS LANES, WV 26675",38.2343911,-80.942101
2014,"1945 MT LOOKOUT ROAD, MT LOOKOUT, WV 26678",38.175478702574765,-80.92817783197728
2014,"11- SCHOOL HOUSE LANE, MT NEBO, WV 26679",38.209345127071686,-80.8529040963457
2014,"108 MCKEES CREEK ROAD, SUMMERSVILLE, WV 26651",38.277982469461676,-80.85510470358821
2014,"150 VIKING DR, WHEELING, WV 26003",40.11462774942777,-80.70216248339153
2014,"FINCH AVE, WHEELING, WV 26003",40.084902,-80.7150973
2014,"601 MAIN ST, WHEELING, WV 26003",40.077071870855434,-80.72533598917278
2014,"1500 CHAPLINE ST, WHEELING, WV 26003",40.06490884050896,-80.72086397455905
2014,"431 FULTON STREET, WHEELING, WV 26003",40.07693316221332,-80.71098038539202
2014,"1030 CHAPLINE ST, WHEELING, WV 26003",40.06962663719156,-80.7216137267481
2014,"724 N FRONT ST, WHEELING, WV 26003",40.080704672479726,-80.73195238451115
2014,"91 ZANE STREET, WHEELING, WV 26003",40.07167581738736,-80.73336079766472
2014,"2230 CHAPLINE ST, WHEELING, WV 26003",40.05862465073511,-80.7232998918916
2014,"HEISKEL & MAPLE AVE, WHEELING, WV 26003",40.08025012939197,-80.68556799696177
2014,"298 POPLAR AVE, WHEELING, WV 26003",40.07775319506419,-80.68083131608864
2014,"1232 NATIONAL RD, WHEELING, WV 26003",40.07200063055075,-80.68245532705674
2014,"25 E COVE AVE, WHEELING, WV 26003",40.040233368324664,-80.6640688828843
2014,"RT 40 NATIONAL RD, TRIADELPHIA, WV 26059",40.07626971410019,-80.72371369721412
2014,"12600 SENECA TRAIL, PRECINCT 26, BUCKEYE, WV 24924",38.171082280687585,-80.14037861701087
2014,"8921 N PRESTON HWY, ALBRIGHT, WV 26519",39.576205955608316,-79.6372927154651
2014,"ROUTE 62, SCHOOL LANE, HOMETOWN, WV 25109",38.537295432690826,-81.8615344996515
2014,"4430 TEAYS VALLEY ROAD, P O BOX 270, SCOTT DEPOT, WV 25560",38.450203816675696,-81.92946904791614
2014,"7312 COAL CITY ROAD, RHODELL, WV 25915",37.60568782938117,-81.30965875721341
2014,"275 HOME SCHOOL VILLAGE ROAD, COLCORD, WV 25048",37.953475086544984,-81.44394720544636
2014,"11823 COAL RIVER ROAD, PETTUS, WV",37.95854065526362,-81.53458214533589
2014,"5960 COAL RIVER ROAD, ROCK CREEK, WV 25174",37.854524824509554,-81.45509507934128
2014,"1829 MAXWELL HILL ROAD, BECKLEY, WV 25801",37.817920402810444,-81.21426541043672
2014,"200 MAIN ST, SPENCER, WV 25276",38.79944504255542,-81.3426449959984
2014,"RT. 250 FAIRMONT RD., FAIRMONT, WV 26554",39.481708275805886,-80.14696964111806
2014,"650 N PIKE ST, GRAFTON, WV 26354",39.34701304655954,-80.01692806412586
2014,"25 EULA ST, GRAFTON, WV 26354",39.32975650022894,-79.99964131155184
2014,"105 FIFTH STREET, HAMBLETON, WV 26269",39.08136554371731,-79.64672333128891
2014,"107 RIVER STREET, PARSONS, WV 26287",39.09724814285714,-79.67755592857142
2014,"501 CHESTNUT STREET, PARSONS, WV 26287",39.098985,-79.6835819
2014,"505 WILLIAM AVE, DAVIS, WV 26260",39.12855499175338,-79.4668272935217
2014,"90 BUTCHERS RIDGE ROAD, RED CREEK, WV 26289",38.98738142149125,-79.5137647054101
2014,"6563 APPALACHIAN HIGHWAY, DAVIS, WV 26260",39.1321187,-79.4747975
2014,"307 SPRUCE STREET, THOMAS, WV 26292",39.15111168329437,-79.49672466587447
2014,"916 MARKET ST, PARKERSBURG, WV 26101",39.26814805664617,-81.55585424646097
2014,"1103 PLUM ST, PARKERSBURG, WV 26101",39.26540040681175,-81.54139144188338
2014,"2300 RIVER RD, VIENNA, WV 26105",39.322183608788464,-81.55372372297296
2014,"111 GLEN FORK HOLLOW RD, GLEN FORK, WV 25845",37.705908279104676,-81.52213298784983
2014,"2899 GLEN ROGERS RD, GLEN ROGERS, WV 25848",37.71938361966204,-81.41328791450263
2014,"260 WARRIOR WAY, NEW RICHMOND, WV 24867",37.571618991569665,-81.4733507003242
2014,"801 MORAN AVE, MULLENS, WV 25882",37.58881799012926,-81.37553411369277
2014,"300 FRONT ST, MULLENS, WV 25882",37.580511120376684,-81.38461752719269
2014,"4392 RD BAILEY HWY, WYOMING, WV 24898",37.58250531253458,-81.6004928451614
2014,"155 PARK ST, PINEVILLE, WV 24874",37.5827035,-81.5371748
2014,"309 COOK PKWY, OCEANA, WV 24870",37.68675165,-81.62525060013573
2014,"1285 COOK PKWY, OCEANA, WV 24870",37.6953817,-81.6349425
2014,"1165 HUFF CREEK RD, CYCLONE, WV 24827",37.75305424335227,-81.67113154630488
2014,"1141 LONG BRANCH RD, SIMON, WV 24882",37.62203344094627,-81.75919936439846
2014,"8840 COAL MTN RD, COAL MOUNTAIN, WV 24823",37.6657923,-81.7325869
2016,"49 W 1ST STREET, BELINGTON, WV 26250",39.021904094104684,-79.94101359284502
2016,"301 WATKINS ST, BELINGTON, WV 26250",39.02318562999073,-79.93530006122334
2016,"471 MORGANTOWN PIKE, BELINGTON, WV 26250",39.0305067,-79.9293096
2016,"30 BURNER RD, PHILIPPI, WV 26416",39.10702660302218,-80.03981603858767
2016,"26 N MAIN ST, PHILIPPI, WV 26416",39.15177147635114,-80.03867704128857
2016,"611 CHERRY HILL RD, PHILIPPI, WV 26416",39.1625501,-80.0745097
2016,"547 CHERRY HILL RD, PHILIPPI, WV 26416",39.151911768177854,-80.06151489390425
2016,"3302 BRUSHY FORK RD, BRIDGEPORT, WV 26330",39.18957504330939,-80.15804898287251
2016,"117 S. ILLINOIS AVE, MARTINSBURG, WV 25401",39.46084413954236,-77.97761418306891
2016,"2109 SULPHUR SPRINGS ROAD, INWOOD, WV 25428",39.349123317424926,-77.99146340446589
2016,"18044 SPRUCE RIVER ROAD, JEFFREY, WV 25114",37.9872288,-81.8181962
2016,"150 JOSEPHINE AVE, MADISON, WV 25130",38.06320360773395,-81.81725937916673
2016,"620 HEWETT CREEK ROAD, HEWETT, WV 25108",37.971140872889386,-81.82660150474327
2016,"213 KENMORE DRIVE, DANVILLE, WV 25053",38.08427554691042,-81.84261052355271
2016,"269 WASHINGTON AVE, MADISON, WV 25130",38.05921765534339,-81.82055588573473
2016,"200 STATE STREET, MADISON, WV 25130",38.06629821942903,-81.81969083491674
2016,"731 HOPKINS AVE, DANVILLE, WV 25053",38.07964670951441,-81.83230855478735
2016,"404 RIVERSIDE DRIVE, MADISON, WV 25130",38.07286755034846,-81.82633058780851
2016,"23967 DANIEL BOONE PARKWAY, PEYTONA, WV 25154",38.1035455,-81.7346933
2016,"1649 ASHFORD-NELLIS RD, ASHFORD, WV 25009",38.182303778794676,-81.70458124916513
2016,"7487 COAL RIVER ROAD, COMFORT, WV 25049",38.1353131,-81.6344731
2016,"32832 COAL RIVER ROAD, SYLVESTER, WV 25193",38.010014648105084,-81.55784220153487
2016,"10882 EXCHANGE RD, EXCHANGE, WV 26619",38.80030525725067,-80.76090618474734
2016,"3RD AND HIGH STREETS, BEECH BOTTOM, WV 26030",41.6080117993979,-122.84122470184343
2016,"326 CHURCH STREET, BETHANY, WV",40.20441984065934,-80.55292952747253
2016,"237 CHERRY DRIVE, WELLSBURG, WV 26070",40.24367663945907,-80.595947400255
2016,"821 MAIN STREET, WINDSOR HEIGHTS, WV 26075",40.19138949718274,-80.66577660115064
2016,"960 WASHINGTON PIKE, WELLSBURG, WV 26070",40.28008141272721,-80.55876045041362
2016,"318 PENNSYLVANIA AVENUE, COLLIERS, WV 26035",40.366701890891136,-80.53914649484375
2016,"1400 MAIN STREET, FOLLANSBEE, WV 26037",40.33514901997489,-80.5960568767286
2016,"1400 LEGION ROAD, WEIRTON, WV 26062",40.395037,-80.611323
2016,"116 MAY ROAD, FOLLANSBEE, WV 26037",40.32516392599746,-80.58001745823822
2016,"530 ROBY RD, HUNTINGTON, WV 25705",38.40944857275008,-82.39833683031031
2016,"8110 OHIO RIVER RD, LESAGE, WV 25537",38.566971550028825,-82.28040250360836
2016,"391 LONG RUN ROAD, PENNSBORO, WV 26415",39.27415817767388,-80.88805515907063
2016,"15252 WV RT 18 S, NEW MILTON, WV 26411",39.13938754022661,-80.7268855759254
2016,"2097 BIG FLINT ROAD, SALEM, WV 26456",39.32050239378532,-80.63434519873022
2016,"208 ROSEMARY LANE, SALEM, WV 26426",39.29740146291971,-80.6137813166012
2016,"24 PIKE FORK, CENTER POINT, WV 26339",39.389883964660214,-80.63265944194086
2016,"2424 WV RT. 23 N, SALEM, WV 26426",39.33553751115778,-80.57585809164345
2016,"4754 MEATHOUSE FORK RD, NEW MILTON, WV 26411",39.20506394573795,-80.66191524031797
2016,"146 COURT ST, WEST UNION, WV 26456",39.294581490211215,-80.77576129898591
2016,"2881 SMITHTON ROAD, SMITHBURG, WV 26436",39.28951183167038,-80.73449369791228
2016,"140 SCHOOL ST, OAK HILL, WV 25901",37.975213530578685,-81.14820907094605
2016,"8487 MOSSY-MILBURN RD, SCARBRO, WV 25917",37.975010387016766,-81.28727639111486
2016,"12490 DEEPWATER MTN RD, ROBSON, WV 25173",38.1021313,-81.2477267
2016,"3025 WV HWY 47 W, TROY, WV 26443",39.02023379011837,-80.76434690687091
2016,"16518 POCAHONTAS TRAIL, WHITE SULPHUR SPRINGS, WV 24986",37.8187856,-80.2711341
2016,"10192 ALTA DRIVE, ASBURY, WV 24916",37.826728263394614,-80.55860791273244
2016,"317 CHESTNUT AVE. E, ALDERSON, WV 24910",37.72915045023194,-80.63692438876217
2016,"720 RONCEVERTE AVE, RONCEVERTE, WV 24970",37.74639033635009,-80.47735626303188
2016,"21692 SENECA TRAIL, FRANKFORD, WV 24938",37.93047874325049,-80.38498997469577
2016,"2652 SENECA TRAIL SOUTH, RONCEVERTE, WV 24970",37.711917290365875,-80.44132252141208
2016,"912 COURT STREET N., LEWISBURG, WV 24901",37.80315628550164,-80.44544452579959
2016,"27938 MIDLAND TRAIL E., LEWISBURG, WV 24901",37.7931329,-80.4123367
2016,"214 EAST WASHINGTON ST, LWSB. UNITED METHODIST CHRUCH, WV 24901",37.80101375848096,-80.44436311486572
2016,"701 KANAWHA AVENUE, RAINELLE, WV 25962",37.9675102,-80.7825683
2016,"278 CAVALIER DR, CHARMCO, WV 25958",38.00319335611624,-80.73489646525849
2016,"604 NICHOLAS ST, RUPERT, WV 25984",37.963363900156025,-80.69015089989125
2016,"261 KANAWHA AVE., RAINELLE, WV 25962",37.967818843877126,-80.78646557135545
2016,"9788 CAPON RIVER RD, YELLOW SPRING, WV 26868",39.18745004445128,-78.51019390278782
2016,"75 CAPON SCHOOL ST, CAPON BRIDGE, WV 26711",39.302166,-78.4380137
2016,"11151 PAW PAW RD, PAW PAW, WV 25434",39.5493101,-80.1538213
2016,"6951 BLOOMERY PIKE, SLANESVILLE, WV 25444",39.3696752,-78.5336655
2016,"16189 NORTHWESTERN PIKE, AUGUSTA, WV 26704",39.300238593067036,-78.62541717846602
2016,"175 S HIGH ST, ROMNEY, WV 26757",39.34119662360149,-78.75698142388319
2016,"4651 PURGITSVILLE, PURGITSVILLE, WV 26852",39.26507937292661,-78.91462293833143
2016,"19 E MAIN ST, ROMNEY, WV 26757",39.34198578957955,-78.75631405304904
2016,"45 SCHOOL ST, ROMNEY, WV 26757",39.34349431650537,-78.76373134603517
2016,"1 DEPOT ST, ROMNEY, WV 26757",39.34940145,-78.75405445159495
2016,"61 PANCIONE LOOP, AUGUSTA, WV 26704",39.2929313,-78.6405262
2016,"11924 GRASSY LICK RD, KIRBY, WV 26755",39.180505161261124,-78.72018924311254
2016,"99 GREEN PARK ST, GREEN SPRING, WV 26722",39.526165,-78.6169946
2016,"100 RED RIDER ROAD, WEIRTON, WV 26062",40.40530223504504,-80.57828063202794
2016,"310 PENCO ROAD, WEIRTON, WV 26062",40.40869460921931,-80.54744713310299
2016,"112 SOUTHERN AVE, STONEWOOD, WV 26301",39.251316843475024,-80.3140277221226
2016,"1415 BUCKHANNON PIKE, NUTTER FORT, WV 26301",39.25889497571768,-80.32308940065127
2016,"150 S. MAPLE AVE, CLARKSBURG, WV 26301",39.27869543752064,-80.3327356662694
2016,"2142 ADAMSVILLE RD, FAIRMONT, WV 26431",39.38993116951531,-80.21019697953886
2016,"5079 SALTWELL RD, BRIDGEPORT, WV 26330",39.34663512854013,-80.25033422784111
2016,"100 JERRY TOTH DR, SHINNSTON, WV 26431",39.38081715,-80.3108809319421
2016,"800 CLARK ST, SHINNSTON, WV 26431",39.40022823967132,-80.29968715859133
2016,"3043 WILSONBURG RD, REYNOLDSVILLE, WV 26422",39.2857572,-80.4442309
2016,"1040 WILSONBURG RD, CLARKSBURG, WV 26301",39.29266018667698,-80.39704064646992
2016,"1349 SHINNSTON PIKE, CLARKSBURG, WV 26301",39.2942732,-80.3623004
2016,"55 B STREET, SPELTER, WV 26438",39.34680649756666,-80.32118285395688
2016,"334 EAST PIKE ST, CLARKSBURG, WV 26301",39.279712564723184,-80.32842573498402
2016,"121 GEORGE ST, LUMBERPORT, WV 26386",39.37580481509748,-80.34834110108439
2016,"1293 WALLACE PIKE, LUMBERPORT, WV 26386",39.3082544420015,-80.35479264029709
2016,"1403 MAIN ST, LUMBERPORT, WV 26386",39.36994382925991,-80.35977088195989
2016,"1280 PINE BLUFF RD, SHINNSTON, WV 26431",39.41747373041238,-80.32608159527615
2016,"96 TRINITY RD, MT CLARE, WV 26408",39.225327409217584,-80.29564544950614
2016,"352 BISETOWN RD, LOST CREEK, WV 26385",39.166511382500516,-80.26243919483795
2016,"29 CHUB RUN RD, MT CLARE, WV 26408",39.21765190407035,-80.34294843315115
2016,"104 RAILROAD ST, LOST CREEK, WV 26385",39.160455167332756,-80.35138514251545
2016,"3073 HAWK HIGHWAY, LOST CREEK, WV 26385",39.18760990585821,-80.38887001835593
2016,"56 MIDDLEBOURNE RD, WALLACE, WV 26448",39.4083025325632,-80.48950532283794
2016,"515 W MAIN ST, PO BOX 178, ANMMORE, WV 26323",39.280761022760885,-80.25966833234537
2016,"1041 MAPLE LAKE RD, BRIDGEPORT, WV 26330",39.2953164,-80.2065947
2016,"171 E MAIN ST, SALEM, WV 26426",39.28249537839802,-80.55656604649758
2016,"925 LIBERTY ST, WEST MILFORD, WV 26451",39.2009641,-80.4054514
2016,"1578 SYCAMORE RD, CLARKSBURG, WV 26301",39.23312291757355,-80.430795006361
2016,"1100 OAKMOUND DR, CLARKSBURG, WV 26301",39.2655223055491,-80.37226641431289
